0.0 33.333333333333336 66.666666666666671 100.0 133.33333333333334 166.66666666666669 200.0 233.33333333333334 266.66666666666669 300.0 333.33333333333337 366.66666666666669 400.0 433.33333333333337 466.66666666666669 500.00000000000006 533.33333333333337 566.66666666666674 600.0 633.33333333333337 666.66666666666674 700.0 733.33333333333337 766.66666666666674 800.0
42 24 14 11 8 9 21 25 22 21 17 20 12 13 17 15 5 15 15 13 17 13 14 18 19
44 28 13 10 16 24 14 17 15 12 8 13 18 15 17 14 23 14 16 10 14 10 16 17 17
47 39 45 21 21 18 21 18 14 20 16 14 14 29 18 19 18 19 23 19 12 15 8 23 16
46 42 27 12 24 15 31 22 25 13 15 19 17 21 21 23 22 28 21 18 17 22 23 14 11
47 18 14 9 13 18 9 13 14 12 19 12 18 16 18 20 17 18 12 12 19 13 11 13 18
37 38 42 48 42 41 56 44 9 19 27 17 20 24 16 21 14 19 13 19 8 14 13 16 15
44 41 46 53 46 40 21 15 19 15 8 11 14 12 16 9 15 14 13 16 13 13 16 17 18
54 46 49 44 51 37 17 13 15 13 16 13 19 17 17 13 15 13 20 14 11 14 14 15 22
41 46 45 33 23 20 33 26 22 23 9 10 20 18 16 21 18 16 15 13 22 21 17 19 28
44 29 16 18 15 21 19 17 15 20 14 22 24 24 14 17 12 11 18 16 13 18 13 19 23
52 27 21 13 18 15 15 21 16 19 9 12 14 10 21 21 16 11 21 14 12 10 14 23 16
51 51 54 26 20 17 9 20 16 11 9 17 18 19 13 21 16 9 24 23 17 21 17 16 14
47 50 57 19 16 22 18 26 24 27 18 23 20 19 15 21 12 25 18 18 23 16 21 18 20
69 54 36 22 20 13 12 19 18 20 19 19 17 29 26 27 23 20 17 15 15 20 22 19 23
44 56 42 41 15 11 11 15 25 21 19 27 15 17 19 18 16 20 18 24 19 17 12 19 19
59 40 47 56 19 24 26 25 12 29 15 24 22 27 27 34 30 21 20 21 20 15 11 20 17
35 37 26 25 12 18 18 14 23 12 25 28 24 14 23 15 26 21 27 20 22 19 17 16 20
48 44 56 41 13 17 16 19 11 13 16 16 20 23 22 15 22 21 16 16 14 17 16 23 20
43 49 41 47 42 15 18 13 24 19 23 19 23 21 18 17 20 20 24 22 19 12 19 21 21
60 30 18 10 10 13 13 28 27 27 27 27 20 20 24 20 18 13 18 18 23 11 18 14 18
53 44 18 9 24 15 19 20 18 15 21 21 19 14 20 27 19 18 12 19 31 24 26 13 20
55 49 61 49 34 37 38 10 18 18 12 16 23 12 15 14 20 19 18 18 24 20 20 14 12
40 52 20 18 12 20 12 9 19 9 11 18 15 26 18 15 13 14 21 17 11 13 13 9 12
43 15 20 14 15 18 17 12 14 12 12 15 22 13 18 31 21 19 23 21 16 17 18 19 19
52 40 42 19 13 14 16 22 23 17 12 12 17 15 15 15 20 21 19 11 14 15 18 15 18
46 50 24 13 15 11 16 18 16 12 15 14 10 11 19 16 18 25 14 16 17 6 5 17 15
34 27 15 13 17 5 17 15 14 24 16 16 13 18 12 13 24 14 14 16 20 13 18 18 17
48 12 18 25 21 23 17 14 18 19 18 23 18 17 18 19 14 18 14 19 19 31 21 19 17
55 54 63 37 34 46 32 22 15 19 10 18 13 20 20 11 16 17 11 14 25 19 13 17 15
64 48 29 15 18 15 27 21 15 16 14 16 16 13 25 18 14 17 14 16 19 18 13 17 21
34 58 50 58 29 18 21 19 20 15 10 12 18 23 13 19 16 15 15 16 22 28 16 15 24
42 51 48 31 17 16 14 20 15 15 21 15 21 21 19 24 22 20 15 18 23 19 18 17 12
56 62 47 23 19 31 33 31 32 28 16 21 20 24 25 16 22 16 19 17 24 19 25 30 19
56 57 45 38 43 51 45 43 41 15 23 23 21 23 16 19 19 15 15 8 16 21 16 13 19
43 46 50 50 20 14 18 18 15 21 23 28 36 29 28 26 35 18 17 17 19 14 18 18 17
36 42 43 43 18 18 16 17 14 15 20 16 15 13 16 18 15 9 14 15 14 15 16 11 14
32 34 20 20 21 23 17 15 22 11 12 16 21 17 17 18 13 17 14 29 18 18 29 23 30
43 18 14 21 14 15 18 7 12 14 19 9 11 14 18 22 23 13 8 15 18 9 19 13 13
40 37 51 20 20 20 17 19 10 16 15 8 15 21 20 19 13 17 11 22 18 19 20 7 14
38 25 21 18 18 17 17 27 16 33 20 13 15 13 28 11 21 10 13 15 17 20 15 21 18
57 44 42 38 24 15 16 11 13 22 12 19 17 26 22 21 18 23 17 20 12 16 21 17 18
43 48 35 34 24 15 19 11 12 14 16 31 14 37 27 23 19 18 16 26 20 19 21 15 10
44 26 14 15 15 16 15 17 15 19 19 25 15 20 20 21 13 22 25 20 13 11 24 18 17
46 41 16 16 20 26 28 17 16 20 18 15 20 26 27 22 17 19 13 12 16 18 13 10 24
43 57 30 24 16 15 18 8 12 15 22 7 14 15 23 21 24 26 20 26 22 32 27 24 22
45 35 14 12 10 14 14 20 13 15 19 26 15 19 14 22 21 13 17 21 14 13 14 16 12
45 27 30 19 21 21 19 21 18 25 18 20 20 9 20 18 18 19 25 21 26 23 19 24 17
46 43 30 18 19 19 18 19 15 16 20 15 25 14 21 16 11 21 18 20 16 19 13 20 14
45 37 41 23 22 26 15 18 21 12 15 15 12 15 16 20 15 19 19 13 15 16 14 17 15
46 27 14 17 18 21 18 19 11 16 16 14 13 16 17 15 19 21 17 21 18 14 16 16 18
60 51 30 17 16 12 11 16 18 17 14 20 19 12 17 18 17 16 15 14 18 22 20 16 19
53 47 37 12 12 24 14 22 16 26 20 12 11 15 22 24 26 27 20 22 19 15 18 10 10
45 19 21 19 13 17 21 20 18 20 29 19 24 20 20 18 10 16 14 9 12 17 19 18 10
42 28 19 16 17 17 11 23 14 16 22 10 18 13 16 20 14 13 13 19 15 16 12 11 14
50 41 48 27 15 17 12 16 11 14 12 16 14 22 10 25 13 16 11 18 19 22 13 19 16
50 51 29 49 38 18 16 17 17 15 19 19 18 18 16 12 16 15 8 20 17 7 15 14 22
59 20 19 16 17 12 19 17 15 15 16 9 16 17 17 22 16 16 19 18 15 25 14 12 21
49 45 28 21 30 16 20 18 10 18 18 21 9 19 12 22 15 18 18 29 24 20 18 12 16
39 36 27 17 16 26 18 15 21 17 18 18 12 13 19 22 15 15 16 19 17 19 21 27 23
51 38 20 22 20 18 21 18 24 19 16 9 16 26 24 14 16 22 22 15 11 12 10 13 19
52 32 18 17 17 19 21 35 29 29 20 22 25 14 13 11 14 17 20 20 9 13 13 12 10
42 23 20 14 9 18 14 30 20 23 16 24 20 25 15 14 18 21 21 33 31 37 48 35 23
37 41 27 15 15 15 12 9 15 20 20 23 23 32 15 14 19 4 15 10 14 13 19 14 13
41 44 54 48 41 40 56 18 14 19 14 14 21 7 17 19 17 14 18 12 22 18 19 19 15
44 43 47 35 22 14 15 29 21 17 17 12 19 17 12 21 16 16 14 11 21 17 17 16 11
52 45 53 41 24 14 21 20 26 19 23 20 20 11 13 11 22 15 13 13 14 20 14 15 16
44 48 28 16 14 14 12 13 16 16 16 16 17 21 19 18 23 23 20 17 14 16 19 23 12
45 42 18 17 11 14 19 25 19 11 26 21 17 11 14 19 10 13 24 19 19 18 11 10 15
48 63 47 43 45 37 47 43 29 20 15 15 23 13 18 12 13 17 18 17 16 21 19 13 11
35 24 12 15 14 18 15 13 13 22 21 19 34 14 17 17 14 19 18 12 15 16 24 23 15
43 36 25 16 15 10 15 16 16 13 16 17 19 23 14 10 17 27 14 22 16 16 17 17 19
44 13 15 17 17 13 17 12 8 16 11 18 14 12 15 9 20 21 59 33 21 18 23 13 13
46 38 51 46 20 17 15 13 13 18 14 16 27 24 19 19 20 19 19 18 13 19 17 21 11
38 33 19 15 15 12 12 20 21 12 23 11 16 15 15 20 11 18 12 15 14 22 15 16 15
36 49 54 17 17 16 15 18 26 24 20 15 14 20 9 19 12 13 13 10 19 21 10 15 18
55 47 39 43 24 18 10 7 14 17 23 18 13 19 17 9 14 16 11 17 15 15 17 20 17
36 40 28 18 13 20 9 15 17 11 24 15 16 18 15 18 20 9 19 15 18 19 20 16 15
40 38 23 14 14 17 12 22 15 12 16 15 13 14 9 17 15 15 9 14 16 21 21 18 13
40 59 41 32 13 18 15 23 18 15 17 17 21 22 25 15 13 11 16 15 14 11 14 12 17
48 54 42 41 36 26 22 19 18 17 18 19 13 17 18 25 21 12 13 13 15 14 18 16 16
46 22 23 16 13 24 28 22 23 20 10 26 23 21 25 23 19 28 15 23 22 19 18 16 17
30 36 19 23 23 32 24 13 22 25 14 18 13 18 17 25 25 25 14 18 25 21 17 22 16
49 44 51 43 39 25 14 13 13 13 12 17 22 18 22 13 14 11 13 16 15 14 21 18 14
48 23 18 13 22 17 15 14 23 11 6 11 19 14 20 18 19 19 13 14 6 17 13 13 13
55 40 40 22 15 18 17 16 25 18 19 21 19 11 10 22 20 11 10 16 15 16 16 14 15
42 28 16 21 16 15 18 22 19 22 17 11 10 20 20 18 16 16 11 16 15 16 17 24 17
37 52 27 20 19 18 9 25 18 28 26 28 22 22 20 22 14 13 30 13 14 19 15 25 16
45 44 41 41 36 34 37 16 19 21 19 11 15 14 14 21 21 19 18 26 14 11 23 17 19
46 39 22 13 19 17 20 15 19 15 20 11 20 19 13 14 15 9 12 12 19 26 15 12 18
43 46 45 17 10 12 21 19 18 20 19 21 15 29 26 15 16 18 20 18 25 10 18 26 27
61 40 17 16 17 18 16 8 13 17 29 23 19 22 17 15 22 15 16 23 16 18 22 22 18
50 43 46 39 41 21 19 19 13 20 17 24 22 18 26 21 15 19 11 14 15 15 11 25 18
49 31 34 39 28 22 20 10 26 14 18 16 17 10 17 15 11 18 15 18 24 18 33 21 21
42 36 41 44 49 17 25 19 15 23 29 12 11 16 19 14 23 21 11 24 25 17 24 32 27
46 49 23 20 21 17 20 18 27 27 28 25 19 21 17 11 15 20 20 14 16 20 17 26 25
37 43 37 33 32 27 25 18 27 29 19 13 21 19 13 21 21 18 12 16 18 12 15 19 19
50 56 25 32 26 13 12 14 16 15 20 21 10 21 21 17 19 18 25 29 27 21 20 11 12
43 58 34 16 17 26 18 12 18 15 22 21 23 23 20 29 14 12 15 16 16 13 12 14 16
45 19 24 19 17 24 14 21 20 15 20 16 13 16 22 20 20 20 25 14 26 21 14 32 20
43 42 37 44 48 21 16 19 19 18 19 29 24 33 15 12 22 14 24 25 31 28 22 16 12
50 37 38 46 36 13 15 12 15 17 21 25 17 22 24 20 14 22 13 16 15 15 26 17 10
40 38 16 12 16 12 16 25 16 11 18 20 16 16 13 20 11 20 18 16 14 16 19 13 9
50 31 25 29 25 23 20 15 13 12 8 12 18 13 11 19 22 19 21 21 21 13 24 13 33
61 35 15 14 18 17 16 21 16 10 16 16 15 9 17 16 16 16 11 18 15 11 18 10 12
33 31 19 8 16 17 18 13 19 25 22 21 18 24 31 21 21 22 21 23 24 19 25 34 24
38 52 34 13 16 15 16 13 25 14 16 19 18 21 16 17 13 27 26 17 18 13 23 15 14
42 29 12 26 24 29 35 44 28 28 29 20 21 17 19 13 15 12 18 19 16 12 23 26 18
25 38 32 31 21 13 20 13 11 15 18 22 15 13 20 13 12 14 17 22 13 26 21 25 29
51 31 26 11 16 14 15 16 22 14 14 16 18 18 21 11 15 15 17 23 15 22 12 17 17
44 23 19 25 36 15 22 17 13 9 16 13 27 20 22 18 19 16 22 10 17 18 19 15 22
50 37 30 17 19 17 22 22 18 17 21 19 22 18 17 16 20 14 15 18 18 12 19 21 28
43 41 19 11 13 20 17 15 20 10 11 17 17 13 20 15 23 16 10 19 12 13 16 21 14
48 50 38 48 49 46 47 49 18 15 7 11 22 15 16 22 11 24 23 14 20 13 16 12 18
51 48 21 19 18 17 23 16 13 15 12 19 13 15 22 14 19 22 20 14 14 16 12 14 13
55 48 43 43 17 11 9 19 26 12 9 12 16 16 15 9 17 12 16 13 14 16 26 14 13
37 45 28 23 23 22 18 21 46 29 18 12 17 18 13 14 14 18 11 23 19 13 12 14 12
39 27 18 24 25 19 39 22 21 34 27 20 27 24 21 22 25 25 21 21 21 20 16 15 25
51 33 34 40 31 19 16 25 27 21 15 18 10 13 16 23 24 15 24 25 15 17 9 14 16
40 32 22 23 19 14 11 19 12 16 13 21 17 14 22 19 22 15 25 14 17 12 18 16 19
44 40 33 37 45 34 12 23 14 23 29 22 20 20 15 22 13 14 20 23 17 22 24 24 15
45 36 15 14 15 13 14 23 14 15 16 13 17 16 13 21 27 14 15 18 17 9 22 20 14
45 19 10 11 11 17 13 9 19 11 19 19 12 20 18 11 14 17 10 11 15 14 14 19 16
38 30 45 20 20 15 22 20 17 17 15 17 16 15 23 14 12 22 14 18 12 15 11 17 16
38 33 46 11 14 10 16 13 15 13 18 9 18 17 18 13 15 17 18 17 15 14 22 12 16
29 35 26 25 20 22 20 14 21 21 18 14 14 16 23 20 22 19 20 15 16 16 10 14 15
39 39 19 14 13 17 16 12 13 23 18 24 22 27 17 18 24 20 16 17 19 20 32 36 17
40 46 48 41 30 30 34 14 23 26 25 17 14 8 15 9 12 11 14 14 17 20 15 12 11
42 32 31 22 16 15 15 18 15 14 14 19 25 17 15 15 13 9 20 15 20 13 19 13 21
44 38 31 31 27 24 22 20 12 19 18 15 12 10 16 25 19 24 18 15 15 15 11 14 20
57 46 28 11 16 22 18 15 12 19 24 29 16 12 16 21 19 25 17 9 17 22 22 24 22
40 28 20 7 14 14 18 16 15 15 20 17 13 15 15 9 14 18 12 19 12 11 14 22 24
38 37 36 24 22 11 19 13 17 18 19 16 16 20 29 19 17 12 12 15 15 18 17 17 21
36 48 33 25 17 8 15 26 10 23 24 29 21 17 10 15 23 23 15 15 20 17 20 16 18
33 34 24 8 13 21 13 13 24 17 19 14 11 17 17 12 11 22 23 18 24 17 14 8 10
37 46 33 26 19 15 7 15 12 17 9 22 10 17 18 24 16 14 15 15 12 17 28 20 23
46 29 29 25 26 11 9 23 15 13 29 27 22 23 13 17 15 11 17 12 18 19 20 22 19
45 49 33 33 56 39 36 35 33 39 31 23 16 12 20 22 31 27 18 21 24 16 22 26 16
34 43 34 38 31 40 44 38 38 26 37 34 13 10 22 21 16 13 11 17 14 7 20 14 20
39 31 27 38 28 20 7 12 17 19 17 23 26 24 19 21 13 16 16 12 24 11 21 23 24
41 35 35 28 22 18 17 17 16 21 20 16 22 22 14 14 18 14 14 18 15 20 20 23 22
36 31 25 33 24 12 12 16 19 24 33 22 17 27 18 22 28 17 17 25 27 29 22 17 25
44 29 31 23 17 13 12 13 14 14 21 21 26 18 11 10 12 18 19 11 26 15 17 15 16
36 29 31 28 32 35 41 37 29 34 32 9 13 18 22 16 24 16 10 14 15 17 17 19 12
41 21 19 21 16 12 13 21 12 9 19 12 19 23 21 22 20 22 20 15 16 19 6 10 19
32 29 41 46 27 21 16 12 20 14 23 24 23 22 24 19 22 21 27 21 9 21 18 19 21
51 42 43 36 33 14 20 31 21 22 23 34 18 13 13 14 17 14 19 20 17 19 23 20 23
31 37 29 19 23 17 17 11 14 20 36 25 16 18 25 30 11 13 22 23 17 24 24 29 23
35 41 41 34 22 35 45 35 28 34 16 15 13 17 19 18 12 15 31 25 17 14 20 17 23
48 29 34 30 38 22 30 24 21 17 19 21 27 26 19 15 22 17 18 16 21 15 27 22 21
41 28 29 23 13 20 16 19 26 19 14 29 30 35 18 23 11 14 13 18 26 17 23 20 15
40 42 26 24 28 24 23 21 22 19 23 22 14 12 19 23 15 25 23 32 30 24 19 13 18
34 29 24 37 30 26 22 39 27 31 23 30 29 25 21 23 22 19 21 22 14 13 19 27 25
35 30 21 23 38 11 16 14 15 18 22 29 18 16 13 11 11 17 18 14 14 18 23 11 18
43 37 33 32 31 14 12 19 15 12 22 18 16 22 18 15 20 13 11 17 14 17 11 13 14
37 48 34 43 40 37 14 18 12 11 19 13 23 13 19 17 25 18 15 19 15 15 16 17 21
36 30 25 14 12 18 16 19 16 22 15 26 19 17 12 14 14 18 18 11 18 22 22 22 29
37 34 30 40 43 30 19 23 10 14 12 15 20 20 15 12 11 11 26 17 15 17 19 22 15
42 34 40 36 39 32 35 18 24 22 17 22 20 21 17 18 16 19 20 11 25 19 16 17 11
37 33 31 30 23 15 12 16 19 18 13 14 17 22 25 19 19 17 11 15 19 14 20 23 17
39 31 16 16 17 17 24 15 16 14 17 15 18 16 9 23 10 17 13 18 26 15 16 12 18
30 38 28 30 23 14 13 9 13 8 14 15 13 15 10 19 22 20 16 14 21 15 12 11 12
30 43 44 38 31 31 36 26 21 18 11 25 13 17 25 27 21 18 13 12 11 16 16 16 17
33 36 10 18 10 6 10 11 17 12 14 17 21 17 14 20 8 14 10 18 15 12 16 20 12
34 33 36 38 30 32 38 35 42 16 11 15 20 14 14 16 14 15 9 28 22 22 18 13 14
